Age,Family_Income,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Stress_Index,GPA,Semester,Dropout,is_female,has_internet_access,has_part_time_job,has_scholarship,Department_Business,Department_CS,Department_Engineering,Department_Science,Parental_Education_High School,Parental_Education_Master,Parental_Education_PhD,Parental_Education_Unknown,study_efficiency,risk_score
23.3,37912.0,1.73,89.3,1,43.1,1.0,4.0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1.7937219730941705,-6.93
19.7,25000.0,4.3,87.6,1,44.5,5.6,3.53,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0.7354166666666666,-2.16
25.0,49335.0,3.26,62.0,0,13.9,5.4,0.67,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0.17819148936170215,-0.7999999999999998
22.5,50992.0,3.02,74.0,1,9.4,5.2,3.13,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0.8892045454545454,-1.2000000000000002
19.9,125268.0,4.03,70.1,1,26.2,4.0,1.69,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.37306843267108164,-2.01
25.7,39705.0,2.4,67.8,4,27.6,6.5,1.22,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0.4206896551724138,3.7200000000000006
19.7,45911.0,4.71,91.2,2,33.1,3.7,2.99,2,1,0,1,1,1,0,0,0,1,1,0,0,0,0.5738963531669866,-3.420000000000001
22.6,25000.0,4.25,95.6,3,9.9,6.8,1.63,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.3431578947368421,0.240000000000002
21.7,41144.0,3.53,82.1,2,21.4,6.2,0.92,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0.22828784119106704,-0.009999999999999787
23.9,25000.0,4.27,85.8,1,29.0,8.0,1.29,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0.2704402515723271,0.41999999999999993
24.4,31873.0,6.49,79.1,0,20.7,4.7,4.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.5722460658082975,-3.209999999999999
21.1,33015.0,3.68,91.4,3,40.3,7.9,0.87,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.20813397129186603,1.7599999999999998
19.3,25000.0,3.36,84.2,0,52.4,5.9,1.58,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0.40932642487046633,-2.5199999999999996
22.0,30877.0,4.87,77.8,0,23.5,5.4,2.96,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.5512104283054003,-2.379999999999999
19.5,25000.0,3.14,86.5,0,40.7,4.0,1.31,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0.3598901098901099,-4.65
25.4,25000.0,4.63,80.5,1,25.7,6.2,3.28,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0.6393762183235867,-0.8500000000000005
21.3,56727.0,5.07,83.6,0,18.8,4.6,2.45,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0.4398563734290844,-3.76
20.2,33033.0,5.82,87.5,1,21.5,5.4,1.49,3,0,1,1,0,0,0,0,0,1,1,0,0,0,0.23575949367088606,-2.3499999999999996
21.4,36616.0,3.58,100.0,3,39.2,6.9,2.25,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.5514705882352942,-0.09999999999999964
18.0,25000.0,2.28,96.3,0,22.3,5.4,3.78,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1.3597122302158273,-4.229999999999999
18.9,38333.0,3.67,83.2,4,24.6,6.1,2.72,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0.6522781774580336,1.7799999999999994
23.6,40874.0,4.23,74.5,1,16.3,8.2,2.46,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0.5200845665961944,1.7499999999999991
19.6,25000.0,3.2,64.0,3,37.6,6.5,1.7,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0.45945945945945943,3.0999999999999996
18.7,103883.0,4.17,92.3,1,35.5,4.3,2.79,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.5974304068522485,-3.9300000000000006
22.2,25000.0,6.27,91.0,0,47.5,4.8,3.64,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0.5376661742983753,-4.3
23.6,47602.0,3.26,77.0,3,37.2,5.8,1.93,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0.5132978723404256,1.1000000000000005
22.6,45601.0,2.95,81.3,0,35.0,9.3,0.0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0.0,1.1700000000000017
23.2,41149.0,5.22,83.7,1,37.0,3.1,1.75,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0.30594405594405594,-4.270000000000001
19.3,33048.0,2.39,86.8,1,26.9,5.8,2.28,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0.7889273356401383,-1.88
17.9,41374.0,4.02,95.2,5,31.3,8.0,1.89,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0.418141592920354,3.4800000000000004
24.3,50056.0,3.32,71.6,2,41.2,6.6,0.4,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0.10471204188481677,1.4400000000000004
20.3,29740.5,4.0,87.4,1,20.2,5.5,3.93,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0.8733333333333334,-2.24
20.4,35579.0,3.81,83.8,1,50.4,2.4,4.0,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0.928074245939675,-4.979999999999999
23.9,26636.0,3.18,77.9,0,37.7,8.2,1.93,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0.5244565217391304,0.40999999999999837
22.2,25000.0,4.66,88.5,1,54.3,4.6,3.69,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0.7151162790697674,-3.25
22.0,45720.0,4.26,81.1,2,15.9,3.8,3.14,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0.6596638655462186,-2.3099999999999996
25.8,25000.0,4.23,81.4,2,15.9,6.0,2.52,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0.5327695560253699,-0.14000000000000057
19.6,25000.0,2.77,84.5,1,34.5,8.1,1.26,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0.3853211009174312,0.6500000000000004
23.0,25000.0,3.26,78.3,3,31.5,6.2,2.45,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0.6515957446808511,1.3699999999999992
21.1,25000.0,4.33,87.2,2,24.5,4.8,2.96,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0.6128364389233955,-1.9200000000000008
21.6,55110.0,2.84,78.8,3,14.8,5.9,0.05,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0.014970059880239523,1.0200000000000005
24.4,32595.0,3.95,95.5,2,26.8,5.7,2.82,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0.6337078651685393,-1.8500000000000005
22.1,68147.0,4.45,83.8,1,32.6,4.7,2.5,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0.5050505050505051,-2.679999999999999
22.2,25000.0,4.97,76.6,0,14.3,5.6,2.88,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0.526508226691042,-2.0599999999999996
23.4,50237.0,3.3,84.5,3,25.1,4.0,2.62,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.6894736842105263,-1.4499999999999993
20.2,163370.0,3.49,89.9,1,34.6,3.7,2.93,3,0,1,1,0,1,1,0,0,0,0,0,0,0,0.7343358395989975,-4.29
19.2,36813.0,4.26,69.4,1,39.5,6.5,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8403361344537815,0.5599999999999996
18.7,49861.0,3.05,92.1,2,26.6,4.8,2.44,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0.6873239436619718,-2.4099999999999993
17.0,45076.0,2.2,84.7,0,20.4,5.5,3.92,3,0,1,1,0,1,0,0,1,0,0,1,0,0,1.4518518518518517,-2.9700000000000006
25.5,25000.0,4.46,81.8,0,31.4,4.1,2.71,2,0,1,1,1,0,0,0,1,0,1,0,0,0,0.5463709677419355,-4.08
18.6,42256.0,3.66,76.5,1,27.5,4.5,1.82,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0.4375,-2.1500000000000004
20.5,35735.0,4.7,84.8,1,12.4,4.6,2.97,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0.5711538461538461,-2.880000000000001
20.4,25442.0,3.26,74.9,4,24.6,4.4,2.33,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0.6196808510638299,0.9100000000000001
21.7,25000.0,4.11,66.1,0,22.9,4.8,1.87,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0.40563991323210413,-1.8099999999999996
22.8,45089.0,1.65,76.3,1,30.3,5.9,1.9,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0.8837209302325582,-0.7299999999999995
22.9,25000.0,4.79,79.8,0,21.2,8.0,0.42,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0.07939508506616257,0.020000000000000462
19.7,106958.0,3.3,86.9,0,23.4,6.9,3.42,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0.9,-1.790000000000001
20.6,31841.0,3.82,80.2,0,27.8,4.9,2.7,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0.625,-3.119999999999999
21.6,25000.0,3.8,72.8,2,37.7,4.4,2.85,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6627906976744187,-0.879999999999999
20.5,25000.0,3.55,76.7,1,31.1,2.3,1.86,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0.4592592592592593,-4.37
24.5,25163.0,4.08,82.2,0,62.0,4.3,2.62,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0.5720524017467249,-3.920000000000001
22.1,126428.0,4.02,87.2,3,14.8,3.5,3.54,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0.7831858407079647,-2.2200000000000006
22.6,25000.0,4.29,88.5,2,40.9,5.6,0.0,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0.0,-1.25
22.5,27730.0,2.36,71.1,3,29.1,8.5,0.0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0.0,4.390000000000001
23.6,25000.0,5.0,82.4,3,13.3,4.8,4.0,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0.7272727272727273,-0.4400000000000004
21.4,40117.0,3.84,88.2,2,25.5,2.9,1.84,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0.42396313364055305,-3.92
18.1,25000.0,4.44,75.0,1,11.8,5.1,1.42,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0.28744939271255054,-1.4000000000000004
21.9,25000.0,3.83,96.4,0,31.0,4.7,3.45,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.7967667436489607,-4.94
19.6,26445.0,2.61,78.0,2,26.3,7.8,1.94,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0.6237942122186495,2.000000000000001
19.8,25000.0,7.29,90.2,3,21.8,2.1,2.78,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0.3568677792041078,-3.92
22.3,25000.0,4.16,87.5,0,17.3,3.7,4.0,3,0,0,1,0,1,0,1,0,0,1,0,0,0,0.8583690987124464,-5.05
23.7,25000.0,1.95,76.5,1,42.2,6.9,1.98,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.8081632653061224,0.25
21.0,60525.0,3.88,82.1,0,28.1,2.7,4.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.9132420091324202,-5.509999999999999
21.7,25000.0,3.49,92.9,2,32.5,6.5,1.52,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0.38095238095238093,-0.7900000000000009
24.7,25000.0,3.79,77.7,1,32.1,4.3,1.1,2,1,0,1,0,1,1,0,0,0,1,0,0,0,0.25641025641025644,-2.4700000000000006
21.5,25000.0,1.87,83.4,2,31.3,7.3,1.17,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0.49367088607594933,0.9600000000000009
26.7,30718.0,4.04,70.0,1,26.1,5.4,1.08,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0.2378854625550661,-0.5999999999999996
22.2,25000.0,2.87,84.9,2,48.2,5.2,0.38,3,1,1,1,0,0,0,1,0,0,1,0,0,0,0.11275964391691394,-1.29
17.1,78872.0,5.92,78.8,1,56.8,6.6,2.28,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0.35514018691588783,-0.28000000000000025
22.7,50038.0,3.86,86.2,0,47.4,5.5,2.94,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0.6743119266055047,-3.120000000000001
21.8,70130.0,4.93,75.2,2,30.3,3.3,3.76,3,0,1,1,1,0,1,0,0,0,0,0,0,0,0.6924493554327809,-2.2200000000000006
23.8,37619.0,5.15,84.6,7,29.4,4.6,0.56,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0.09911504424778761,3.1400000000000006
22.5,25000.0,4.58,79.2,1,43.1,2.6,3.54,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0.6968503937007874,-4.32
20.7,74697.0,4.21,60.9,2,20.9,3.9,2.82,3,0,1,1,1,0,0,0,0,1,0,0,0,0,0.5987261146496815,-0.1899999999999995
18.3,25000.0,5.43,82.7,1,50.5,1.7,3.26,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0.5497470489038786,-5.569999999999999
20.5,25000.0,3.19,92.1,1,39.5,9.7,0.23,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0.06233062330623307,1.4900000000000002
19.1,32656.0,4.97,73.2,2,26.6,5.5,2.65,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0.4844606946983547,0.17999999999999972
19.7,67978.0,3.46,76.8,1,33.4,6.5,1.66,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0.41919191919191917,-0.17999999999999972
22.3,55936.0,4.12,92.6,0,37.5,4.0,2.62,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5670995670995671,-5.26
24.7,51214.0,2.43,86.5,0,24.9,6.4,1.62,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0.552901023890785,-2.25
21.9,25000.0,2.3,79.4,3,42.4,6.9,3.31,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.1821428571428572,1.96
18.4,25000.0,3.9,84.4,0,45.3,7.2,1.35,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0.3068181818181818,-1.240000000000001
22.0,36591.0,5.39,77.0,2,26.8,5.4,1.3,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0.2207130730050934,-0.2999999999999998
23.6,27500.0,3.74,100.0,0,24.3,7.3,2.45,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.5778301886792453,-2.7
19.7,50695.0,6.2,89.1,4,28.7,4.4,3.89,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0.5805970149253732,-0.5099999999999998
20.7,29740.5,4.0,95.7,3,16.1,5.5,2.81,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0.6244444444444445,-1.0700000000000003
21.0,42396.0,3.78,82.7,4,10.0,5.6,3.08,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0.7196261682242991,1.33
19.3,25000.0,5.93,71.8,3,24.8,3.4,4.0,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0.6220839813374806,-0.7799999999999994
22.4,32106.0,5.7,86.0,1,18.5,2.2,4.0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0.6451612903225806,-5.3999999999999995
20.7,27853.0,2.23,92.0,0,51.2,5.0,2.81,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1.0293040293040294,-4.199999999999999
21.9,32886.0,3.95,92.4,2,24.5,5.0,0.83,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0.18651685393258424,-2.24
19.0,25000.0,4.67,68.5,3,35.5,5.0,1.86,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0.35976789168278533,1.1500000000000004
20.0,25000.0,4.94,83.7,1,22.5,7.4,2.07,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0.38051470588235287,0.02999999999999936
22.6,39257.0,4.79,69.2,2,51.4,8.0,1.05,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0.19848771266540643,3.08
20.2,25000.0,3.79,77.3,3,27.7,6.7,2.11,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0.4918414918414918,1.9699999999999998
24.8,41974.0,3.6,86.7,2,15.1,6.6,2.78,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0.6780487804878049,-0.07000000000000028
20.1,25000.0,3.86,92.7,3,38.0,5.4,4.0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0.9174311926605506,-0.8699999999999992
21.5,69532.0,3.03,83.8,3,33.1,5.8,1.98,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5609065155807366,0.4200000000000017
23.1,54211.0,2.23,72.8,0,44.4,6.3,2.48,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0.9084249084249084,-0.9799999999999995
17.9,35529.0,4.67,86.8,2,28.2,5.8,2.77,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.5357833655705996,-0.8799999999999999
17.1,26161.0,4.75,75.2,1,31.3,6.6,3.36,3,0,1,0,1,1,1,0,0,0,0,1,0,0,0.64,0.07999999999999918
17.6,49585.0,6.28,79.7,1,11.9,5.6,2.58,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0.3805309734513274,-1.370000000000001
23.8,37629.0,3.23,82.7,2,40.0,4.6,2.8,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0.7506702412868632,-1.67
19.8,34309.0,4.48,76.6,0,30.8,6.0,2.14,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0.42971887550200805,-1.6599999999999993
26.6,55588.0,3.67,87.1,4,28.5,5.1,3.33,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0.7985611510791367,0.39000000000000057
19.8,69977.0,3.81,88.0,4,27.2,8.1,2.85,2,1,0,1,1,1,0,0,0,1,0,1,0,0,0.6612529002320185,3.299999999999999
21.4,25000.0,3.18,90.2,1,26.6,4.7,3.11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8451086956521738,-3.3199999999999994
24.4,29740.5,4.0,93.4,1,40.2,5.5,1.2,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0.26666666666666666,-2.84
25.4,25000.0,5.8,80.9,3,18.9,8.5,2.39,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0.3793650793650794,3.41
25.5,25000.0,3.44,72.2,0,38.9,3.5,2.34,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.5939086294416244,-3.7200000000000006
23.7,28634.0,4.53,73.0,2,10.7,7.8,1.66,3,1,0,1,1,1,0,0,1,0,0,1,0,0,0.33001988071570576,2.500000000000001
23.3,29740.5,4.0,95.9,1,7.0,5.5,2.66,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.5911111111111111,-3.09
22.3,29353.0,2.1,94.9,1,46.9,6.5,0.15,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0.05769230769230769,-1.9900000000000002
22.7,25000.0,3.8,92.7,1,17.7,8.3,1.58,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.3674418604651163,0.030000000000001137
19.8,58447.0,6.49,77.3,3,31.3,4.1,2.58,3,1,0,1,0,1,0,0,1,0,1,0,0,0,0.36909871244635195,-0.6299999999999999
19.2,32349.0,2.94,95.5,0,26.8,4.7,2.44,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0.7093023255813954,-4.8500000000000005
21.0,36526.0,2.74,80.6,2,34.1,6.9,0.37,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0.11419753086419752,0.8400000000000016
20.6,59429.0,2.86,84.7,1,30.6,4.8,2.72,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0.8095238095238096,-2.670000000000001
20.0,27613.0,6.35,88.6,2,42.5,1.5,4.0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0.5839416058394161,-5.359999999999999
22.5,102347.0,5.44,92.1,1,12.8,7.2,4.0,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0.6734006734006733,-1.0099999999999998
23.1,25000.0,4.82,86.3,1,38.1,6.2,2.47,2,0,1,1,0,1,0,0,1,0,0,1,0,0,0.4642857142857143,-1.4299999999999988
21.2,98594.0,5.76,93.0,3,29.4,5.5,1.93,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0.3083067092651757,-0.8000000000000007
24.3,29740.5,4.0,82.1,2,11.6,5.5,1.77,3,0,1,1,0,1,0,0,0,0,0,1,0,0,0.3933333333333333,-0.7099999999999991
18.5,40558.0,3.86,80.4,1,23.6,9.5,0.98,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0.22477064220183487,2.459999999999999
20.6,25000.0,3.41,79.4,2,10.8,7.3,0.44,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0.11253196930946291,1.3600000000000003
19.4,29740.5,4.0,57.8,3,9.9,5.5,2.33,3,0,0,1,1,1,0,0,1,0,0,0,0,1,0.5177777777777778,2.7200000000000006
17.0,29740.5,4.0,44.6,1,24.8,5.5,1.27,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0.2822222222222222,2.04
20.8,35402.0,2.81,90.3,0,44.2,7.6,1.29,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0.3897280966767372,-1.4299999999999997
20.7,25000.0,4.68,80.1,0,33.8,7.6,2.42,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0.4671814671814672,-0.41000000000000014
24.3,52174.0,3.58,87.9,4,45.6,2.8,1.81,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.44362745098039214,-1.990000000000001
22.4,25000.0,5.44,86.8,3,30.9,4.6,3.59,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0.6043771043771043,-1.08
18.7,81638.0,2.74,83.3,3,48.6,3.5,2.59,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0.7993827160493826,-1.83
25.1,25000.0,4.74,89.6,1,47.4,6.7,3.55,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0.6774809160305343,-1.259999999999999
23.7,25000.0,4.21,90.6,3,18.6,3.9,3.48,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0.7388535031847133,-2.1599999999999984
22.3,52624.0,4.24,74.4,1,30.9,8.3,1.5,3,1,1,1,1,0,0,0,1,0,0,0,0,0,0.3164556962025316,1.8600000000000003
20.5,25000.0,4.36,94.3,2,21.3,7.8,2.55,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0.5246913580246912,0.370000000000001
18.9,29604.0,3.75,88.9,0,28.3,5.1,3.7,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0.8705882352941177,-3.790000000000001
20.2,25000.0,4.65,75.0,2,49.9,3.2,1.83,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0.3553398058252427,-2.3
23.4,25000.0,4.37,76.8,1,22.3,4.1,1.58,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0.32443531827515404,-2.58
25.1,28390.0,4.15,72.1,0,15.8,6.3,0.77,3,0,0,1,0,1,0,0,1,0,1,0,0,0,0.16559139784946236,-0.9099999999999993
24.4,63510.0,5.57,87.0,1,16.6,7.0,3.6,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5930807248764415,-0.6999999999999993
19.9,54278.0,2.25,80.6,1,25.3,5.4,0.0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,-1.6599999999999984
18.5,34169.0,4.76,62.1,1,74.9,1.0,3.6,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0.6844106463878328,-4.21
21.3,57951.0,4.29,77.6,1,47.7,6.7,0.12,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0.025052192066805843,-0.05999999999999961
17.1,25000.0,4.65,79.0,1,5.0,1.9,2.97,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.5766990291262136,-5.0
21.7,25000.0,4.78,82.8,2,29.6,1.7,2.92,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0.553030303030303,-4.579999999999999
20.7,37703.0,4.86,69.7,1,22.5,7.3,2.27,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0.42350746268656714,1.33
20.0,27495.0,3.5,82.9,2,41.8,3.4,1.99,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0.4975,-2.8900000000000006
17.5,25640.0,3.15,94.0,2,15.9,6.0,0.46,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0.12602739726027398,-1.4000000000000004
22.1,25000.0,4.61,83.5,2,17.6,5.7,2.45,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0.4794520547945206,-0.6499999999999995
19.8,25000.0,5.92,86.7,0,23.1,4.1,2.43,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0.3785046728971963,-4.57
18.4,48568.0,3.73,94.5,3,21.7,5.9,2.41,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0.5697399527186761,-0.5499999999999989
17.0,34404.0,2.68,81.2,0,37.8,4.5,1.46,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0.45911949685534587,-3.620000000000001
20.9,51083.0,5.03,81.0,2,26.0,5.6,2.54,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0.4593128390596745,-0.5
24.9,25000.0,2.92,84.8,0,42.0,4.8,1.96,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0.5730994152046783,-3.6800000000000006
24.7,25000.0,4.41,74.9,1,20.3,4.6,2.04,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0.4154786150712831,-1.8900000000000006
20.0,29850.0,2.7,76.4,2,40.4,4.3,3.31,3,0,1,1,0,1,0,0,0,0,0,0,1,0,1.034375,-1.3400000000000007
19.7,49638.0,3.63,65.7,0,16.1,3.9,1.62,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3922518159806296,-2.6700000000000004
22.0,25877.0,3.98,100.0,3,37.4,7.0,1.19,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0.26562499999999994,0.0
18.8,48102.0,3.62,88.6,1,24.0,4.7,2.84,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0.6893203883495145,-3.1599999999999993
21.7,25000.0,4.3,74.4,3,40.7,3.5,2.75,3,0,0,1,1,1,0,0,0,1,1,0,0,0,0.5729166666666667,-0.9400000000000004
22.7,26988.0,4.42,90.2,1,5.0,4.8,2.04,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0.41463414634146345,-3.2199999999999998
23.7,28508.0,3.34,75.5,2,20.6,4.5,2.24,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0.5833333333333334,-1.0499999999999998
20.8,62059.0,3.28,82.5,1,44.0,4.8,3.91,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1.0343915343915344,-2.45
20.6,33677.0,5.64,82.5,2,27.6,6.8,4.0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0.6514657980456027,0.5500000000000007
19.1,84766.0,3.69,78.4,2,9.6,4.4,1.72,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0.41050119331742246,-1.4400000000000004
19.2,25000.0,4.39,75.5,1,21.5,4.8,1.82,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.37218813905930476,-1.75
20.5,32143.0,2.22,91.7,2,34.6,6.7,0.97,2,0,0,1,1,1,0,0,1,0,1,0,0,0,0.3566176470588235,-0.47000000000000064
21.8,33112.0,6.34,82.7,2,20.3,6.3,2.27,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0.33187134502923976,0.030000000000001137
23.0,43134.0,4.59,95.5,2,43.9,4.3,4.0,3,0,1,1,1,0,1,0,0,0,0,1,0,0,0.7858546168958743,-3.250000000000001
19.2,25000.0,1.37,73.7,1,43.0,7.2,0.31,2,1,1,1,0,0,0,0,0,1,0,1,0,0,0.1657754010695187,0.8299999999999992
